1292029321; 4500; " 4500,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292029325; 4501; " 4501,  0.99;  0.01;  0.20; WON   0.10"; 
1292029329; 4502; " 4502,  0.99;  0.01;  0.20; WON   0.10"; 
1292029332; 4503; " 4503,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292029337; 4504; " 4504,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292029341; 4505; " 4505,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292029344; 4506; " 4506,  0.99;  0.01;  0.20; LOST  -0.25"; 
1292029348; 4507; " 4507,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292029356; 4508; " 4508,  0.99;  0.01;  0.20; LOST  -1.00"; 
1292029360; 4509; " 4509,  0.99;  0.01;  0.20; WON   0.10"; 
1292029765; 4610; " 4610,  0.99;  0.01;  0.20; LOST  -0.10"; 
1292029770; 4611; " 4611,  0.99;  0.01;  0.20; LOST  -1.00"; 
