time (seconds); Text; 
1292110152; "  373,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110155; "  374,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110159; "  375,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110162; "  376,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110166; "  377,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110170; "  378,  0.90;  0.01;  0.05; LOST  -0.70"; 
1292110173; "  379,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110177; "  380,  0.90;  0.01;  0.05; LOST  -0.40"; 
1292110181; "  381,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110185; "  382,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292110188; "  383,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110192; "  384,  0.90;  0.01;  0.05; LOST  -0.25"; 
1292110195; "  385,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110199; "  386,  0.90;  0.01;  0.05; WON   0.10"; 
1292110203; "  387,  0.90;  0.01;  0.05; LOST  -0.10"; 
1292110206; "  388,  0.90;  0.01;  0.05; LOST  -0.55"; 
1292110210; "  389,  0.90;  0.01;  0.05; LOST  -0.55"; 
